Symbol,Signal,Score,Price,RSI,MACD_Hist,SMA20,SMA50,Entry,Target,StopLoss,RiskReward,Sector,MarketCap,PE_TTM,EPS_TTM,ROE,DebtEquity,Backtest_Return,Backtest_WinRate,MC_Bear,MC_Base,MC_Bull,HoldingDuration
WABAG,BUY,3,1977.5,35.09,-32.7292,2093.97,1842.4,1977.5,2266.88,1832.81,2.0,Industrials,118193692672,32.242466,58.73,0.15674,8.874,-9.38 %,50.0 %,1606.02,2013.57,2523.29,Medium-to-Long Term (1–6 months)
ACUTAAS,BUY,2,3367.8,48.84,-40.9794,3524.22,3288.3,3367.8,3790.17,3156.62,2.0,Basic Materials,269986381824,94.13931,35.03,N/A,2.081,31.91 %,40.0 %,2876.12,3683.38,4714.65,Medium-to-Long Term (1–6 months)
TORNTPHARM,BUY,3,5019.5,59.1,-3.0764,4892.74,4639.06,5019.5,5467.76,4795.37,2.0,Healthcare,1863155843072,76.836075,63.75,0.16986,85.446,1.96 %,40.0 %,4575.24,5140.85,5774.9,Medium-to-Long Term (1–6 months)
INDIGO,HOLD,-1,5230.0,44.49,-43.1773,5250.94,4919.52,5230.0,4754.71,5467.65,2.0,Industrials,2037926330368,N/A,-124.47,N/A,866.462,3.93 %,33.3 %,4453.42,5257.23,6203.86,Monitor weekly; re-evaluate on next earnings or macro event
JIOFIN,STRONG SELL,-8,236.17,43.72,-0.3655,237.72,237.79,236.17,217.48,245.51,2.0,Financial Services,1565472849920,75.025314,3.16,N/A,16.286,-3.84 %,33.3 %,196.39,230.39,270.19,Short-to-Medium Term (2–8 weeks)
AMBUJACEM,STRONG SELL,-6,430.95,46.8,-0.6071,431.72,430.41,430.95,400.56,446.14,2.0,Basic Materials,1058532098048,22.362206,19.05,0.08302,1.205,-16.5 %,33.3 %,361.11,417.53,482.6,Short-to-Medium Term (2–8 weeks)
ADANIGREEN,SELL,-2,1399.7,36.77,-21.8075,1510.87,1486.1,1399.7,1221.32,1488.89,2.0,Utilities,2269479436288,131.21906,10.5,N/A,346.548,-12.03 %,25.0 %,1058.84,1366.98,1763.81,Exit / Avoid new positions
PATANJALI,STRONG SELL,-7,346.85,17.21,-3.1009,380.37,413.39,346.85,305.75,367.4,2.0,Consumer Defensive,373088354304,20.560553,16.68,0.14832,21.295,-27.59 %,0.0 %,291.99,335.39,385.12,Short-to-Medium Term (2–8 weeks)
ATHERENERG,BUY,3,1214.9,59.49,-9.113,1209.82,1072.12,1214.9,1399.28,1122.71,2.0,Consumer Cyclical,473738641408,N/A,-13.97,-0.33740002,25.819,76.52 %,50.0 %,1084.5,1382.22,1760.72,Medium-to-Long Term (1–6 months)
TMCV,SELL,-4,411.1,38.7,-2.4917,419.07,401.28,411.1,381.13,426.09,2.0,Consumer Cyclical,1534581276672,50.69343,8.22,0.26045,44.095,-9.29 %,0.0 %,344.65,424.39,522.35,Exit / Avoid new positions
TATAELXSI,SELL,-4,3554.4,42.3,7.1935,3601.79,3954.18,3554.4,3223.02,3720.09,2.0,Technology,223144574976,34.044292,105.21,N/A,5.336,-28.52 %,20.0 %,2843.24,3396.76,4056.45,Exit / Avoid new positions
DRREDDY,STRONG SELL,-5,1150.8,9.4,-13.3562,1261.43,1284.3,1150.8,1043.97,1204.21,2.0,Healthcare,945954881536,28.604532,39.7,0.088369995,18.605,-33.76 %,14.3 %,1009.77,1135.07,1275.58,Short-to-Medium Term (2–8 weeks)
DIXON,HOLD,-1,13810.0,58.13,-35.4448,13424.95,12421.42,13810.0,12380.08,14524.96,2.0,Technology,845328678912,51.626442,269.3,0.37133,18.457,-7.26 %,33.3 %,11194.13,13869.33,17175.73,Monitor weekly; re-evaluate on next earnings or macro event
DELHIVERY,SELL,-2,470.0,26.0,-6.3543,496.03,470.37,470.0,428.18,490.91,2.0,Industrials,353703624704,233.76239,2.02,0.01596,15.098,16.42 %,16.7 %,397.22,471.42,559.27,Exit / Avoid new positions
SUPREMEIND,SELL,-4,3338.2,60.78,12.9888,3335.25,3447.06,3338.2,3055.39,3479.61,2.0,Industrials,431493513216,45.205696,75.11,0.16128999,1.473,0.66 %,40.0 %,2725.48,3228.81,3823.66,Exit / Avoid new positions
GANDHAR,STRONG BUY,6,245.47,68.02,5.5736,212.26,183.59,245.47,299.83,218.29,2.0,Energy,23288475648,7.7224927,30.81,N/A,22.511,-16.72 %,25.0 %,197.75,246.23,306.45,Short-to-Medium Term (2–8 weeks)
AEROFLEX,SELL,-4,418.15,52.35,-1.0793,427.39,433.71,418.15,358.81,447.82,2.0,Industrials,59059220480,104.519905,4.27,N/A,1.988,-5.97 %,16.7 %,327.72,440.04,590.48,Exit / Avoid new positions
APARINDS,SELL,-4,14051.0,48.69,-44.8577,14097.6,14267.72,14051.0,12261.71,14945.65,2.0,Industrials,541548707840,45.90186,293.67,N/A,17.716,15.94 %,60.0 %,11170.93,14365.03,18462.18,Exit / Avoid new positions
CIPLA,SELL,-4,1409.4,37.17,-6.2648,1436.3,1413.96,1409.4,1309.56,1459.32,2.0,Healthcare,1167013314560,34.626076,41.72,N/A,1.778,-13.35 %,20.0 %,1243.35,1396.5,1568.11,Exit / Avoid new positions
FIVESTAR,SELL,-3,540.25,46.13,-4.4718,544.31,494.1,540.25,482.26,569.25,2.0,Financial Services,165688999936,15.012035,37.39,N/A,111.929,-56.87 %,0.0 %,423.35,525.55,652.12,Exit / Avoid new positions
HINDPETRO,SELL,-4,393.95,43.78,-1.2872,395.27,393.23,393.95,357.65,412.1,2.0,Energy,851235373056,51.026783,7.84,N/A,85.369,-10.95 %,40.0 %,326.71,392.68,471.79,Exit / Avoid new positions
FEDERALBNK,STRONG BUY,5,356.5,73.69,1.538,337.71,318.72,356.5,379.78,344.86,2.0,Financial Services,881265016832,19.124733,18.68,N/A,N/A,25.36 %,66.7 %,321.95,367.65,419.72,Short-to-Medium Term (2–8 weeks)
NYKAA,BUY,2,326.75,62.76,-1.5423,321.34,295.05,326.75,349.1,315.57,2.0,Consumer Cyclical,943937355776,477.68118,0.69,0.14338,82.405,10.78 %,25.0 %,287.55,336.88,394.54,Medium-to-Long Term (1–6 months)
TMB,STRONG BUY,5,893.65,72.63,5.8309,788.11,756.6,893.65,992.89,844.03,2.0,Financial Services,139475959808,9.653661,91.24,0.14521,N/A,14.78 %,40.0 %,793.07,926.42,1081.83,Short-to-Medium Term (2–8 weeks)
ASHOKLEY,STRONG SELL,-7,155.06,34.5,-0.6497,157.37,155.15,155.06,142.82,161.18,2.0,Industrials,925132062720,26.649746,5.91,0.21639,344.737,10.54 %,50.0 %,131.33,156.08,185.44,Short-to-Medium Term (2–8 weeks)
SAGILITY,HOLD,-1,43.29,58.24,0.0679,41.26,40.79,43.29,38.67,45.6,2.0,Healthcare,202046144512,20.358492,2.12,N/A,11.497,-18.11 %,40.0 %,35.49,44.23,55.09,Monitor weekly; re-evaluate on next earnings or macro event
BALAMINES,BUY,2,2284.8,60.56,-16.9911,2259.91,2102.37,2284.8,2690.82,2081.79,2.0,Basic Materials,72626839552,35.545513,63.06,N/A,6.194,1.27 %,33.3 %,1770.91,2261.69,2886.94,Medium-to-Long Term (1–6 months)
IEX,HOLD,-1,126.77,56.7,0.6119,122.29,123.42,126.77,114.98,132.66,2.0,Financial Services,117485461504,23.177195,5.7,N/A,0.818,-47.84 %,14.3 %,98.59,123.05,153.51,Monitor weekly; re-evaluate on next earnings or macro event
AGARIND,STRONG SELL,-6,483.55,32.87,-6.8526,514.29,494.4,483.55,413.11,518.77,2.0,Basic Materials,7745890816,17.78942,29.11,0.066199996,49.544,-20.95 %,50.0 %,354.76,455.03,583.32,Short-to-Medium Term (2–8 weeks)
TMPV,STRONG SELL,-8,327.65,36.22,-0.0771,336.53,360.38,327.65,306.44,338.25,2.0,Consumer Cyclical,1194629791744,N/A,-4.42,-0.01118,70.364,-55.18 %,25.0 %,234.73,301.98,388.29,Short-to-Medium Term (2–8 weeks)
ABB,STRONG BUY,6,7327.5,60.95,26.248,7156.05,7050.95,7327.5,8016.75,6982.88,2.0,Industrials,1534958239744,98.84689,73.28,N/A,1.082,-7.27 %,33.3 %,6138.38,7255.59,8572.96,Short-to-Medium Term (2–8 weeks)
NIFTYBEES,SELL,-4,273.59,42.01,-0.4447,274.12,271.09,273.59,263.63,278.57,2.0,Unknown,N/A,21.456629,N/A,N/A,N/A,1.06 %,40.0 %,255.44,272.89,291.49,Exit / Avoid new positions
HUHTAMAKI,HOLD,1,312.61,84.95,9.2214,237.39,200.01,312.61,259.36,339.24,2.0,Consumer Cyclical,22544054272,16.519646,18.07,0.1058,10.717,-5.04 %,25.0 %,248.42,307.27,379.9,Monitor weekly; re-evaluate on next earnings or macro event
MARICO,BUY,4,858.65,55.92,0.0624,849.1,831.67,858.65,906.47,834.74,2.0,Consumer Defensive,1144590434304,65.08843,13.57,0.41393003,12.394,-11.82 %,16.7 %,777.92,867.88,968.02,Medium-to-Long Term (1–6 months)
KAYNES,STRONG SELL,-8,3181.3,42.53,-14.5984,3281.74,3222.38,3181.3,2871.16,3336.37,2.0,Technology,216367759360,59.332718,54.4,0.09568,19.168,-23.64 %,40.0 %,2352.68,3087.54,4049.5,Short-to-Medium Term (2–8 weeks)
BANKBARODA,STRONG SELL,-5,244.0,46.22,0.0184,250.63,263.39,244.0,225.52,253.24,2.0,Financial Services,1236989902848,6.812874,35.11,0.113170005,N/A,-17.32 %,37.5 %,208.52,242.26,281.37,Short-to-Medium Term (2–8 weeks)
M&MFIN,STRONG BUY,5,363.0,63.22,3.0875,336.27,314.08,363.0,407.55,340.73,2.0,Financial Services,518995148800,15.927505,23.45,N/A,429.851,-7.35 %,37.5 %,304.0,365.06,438.21,Short-to-Medium Term (2–8 weeks)
POWERGRID,BUY,3,288.85,57.05,0.9525,285.63,288.13,288.85,303.52,281.52,2.0,Utilities,2653462200320,14.194029,20.1,0.16492,150.993,-15.25 %,33.3 %,252.98,284.94,320.85,Medium-to-Long Term (1–6 months)
VAML,STRONG SELL,-7,437.15,44.96,-0.0741,447.37,,437.15,391.19,460.13,2.0,Basic Materials,1686985637888,Infinity,0.0,N/A,N/A,N/A,N/A,312.62,383.14,469.36,Short-to-Medium Term (2–8 weeks)
MUTHOOTFIN,SELL,-4,3025.9,40.4,3.9466,3032.3,3113.43,3025.9,2778.37,3149.66,2.0,Financial Services,1210186596352,11.42424,263.86,0.30406,379.707,30.63 %,50.0 %,2604.07,3108.57,3709.36,Exit / Avoid new positions
USHAMART,BUY,3,502.1,47.26,-1.0053,501.45,492.59,502.1,543.74,481.28,2.0,Basic Materials,155944271872,29.324556,17.47,N/A,6.922,26.89 %,60.0 %,417.79,508.51,618.67,Medium-to-Long Term (1–6 months)
PFC,HOLD,1,420.1,56.43,1.5111,413.42,422.78,420.1,394.42,432.94,2.0,Financial Services,1385712713728,5.3510895,78.47,0.20466,586.017,-17.88 %,16.7 %,345.99,411.17,488.44,Monitor weekly; re-evaluate on next earnings or macro event
GODREJPROP,HOLD,0,2078.8,53.08,-13.7516,2055.13,1872.04,2078.8,1860.73,2187.84,2.0,Real Estate,643599368192,34.843445,61.32,0.09969,82.119,-21.42 %,20.0 %,1657.91,2016.81,2452.34,Monitor weekly; re-evaluate on next earnings or macro event
RKFORGE,STRONG BUY,5,625.45,68.8,4.5769,572.86,570.06,625.45,687.55,594.4,2.0,Industrials,114885525504,108.35911,5.82,N/A,74.422,-53.44 %,0.0 %,502.44,610.92,742.5,Short-to-Medium Term (2–8 weeks)
DABUR,STRONG SELL,-7,427.35,23.45,-1.2382,434.94,433.09,427.35,404.58,438.74,2.0,Consumer Defensive,753220190208,39.906013,10.64,0.16239999,10.907,-29.15 %,0.0 %,369.41,415.62,467.48,Short-to-Medium Term (2–8 weeks)
JSWSTEEL,HOLD,1,1244.6,49.48,2.6327,1238.54,1263.11,1244.6,1169.93,1281.93,2.0,Basic Materials,3043467198464,12.307769,101.31,N/A,95.374,-7.23 %,33.3 %,1111.47,1264.66,1438.57,Monitor weekly; re-evaluate on next earnings or macro event
SOLARINDS,STRONG BUY,7,18628.0,55.29,0.9465,18457.0,18185.92,18628.0,20147.29,17868.35,2.0,Basic Materials,1650900598784,97.93859,186.28,0.31228,23.271,31.72 %,50.0 %,16106.1,19148.79,22757.62,Short-to-Medium Term (2–8 weeks)
MOTHERSON,STRONG BUY,5,148.97,63.89,0.2008,144.65,143.62,148.97,159.59,143.66,2.0,Consumer Cyclical,1557147811840,40.398907,3.66,0.10114,43.908,-13.3 %,50.0 %,124.09,149.38,179.75,Short-to-Medium Term (2–8 weeks)
BRITANNIA,BUY,2,5384.5,44.6,2.1551,5367.65,5277.79,5384.5,5690.92,5231.29,2.0,Consumer Defensive,1319596851200,52.17619,105.0,0.53314,26.875,-34.17 %,16.7 %,4792.39,5338.58,5945.6,Short Term (1–4 weeks)
UNIONBANK,BUY,4,170.11,59.72,0.3097,168.27,168.52,170.11,188.56,160.89,2.0,Financial Services,1284277796864,6.2195935,27.05,0.15798001,N/A,15.47 %,50.0 %,143.0,171.47,205.53,Medium-to-Long Term (1–6 months)
LENSKART,HOLD,0,572.0,72.52,2.1345,541.72,521.68,572.0,522.89,596.55,2.0,Healthcare,960343310336,189.94864,2.92,0.066539995,34.983,6.98 %,100.0 %,498.65,603.47,730.01,Monitor weekly; re-evaluate on next earnings or macro event
PNB,HOLD,-1,111.62,68.62,0.6786,106.96,106.63,111.62,104.06,115.4,2.0,Financial Services,1283187146752,5.8090534,19.22,0.14965999,N/A,5.26 %,50.0 %,94.8,110.28,128.25,Monitor weekly; re-evaluate on next earnings or macro event
BSOFT,SELL,-4,293.45,56.81,1.7975,284.61,306.18,293.45,262.91,308.72,2.0,Technology,83845914624,16.219578,18.49,0.13656999,3.422,-24.92 %,25.0 %,228.38,276.49,334.59,Exit / Avoid new positions
INDUSTOWER,STRONG SELL,-8,387.4,53.5,-0.3092,395.71,410.48,387.4,356.17,403.01,2.0,Communication Services,1006351679488,14.070796,27.12,N/A,53.289,-20.17 %,33.3 %,328.21,382.58,445.81,Short-to-Medium Term (2–8 weeks)
BPCL,HOLD,0,316.25,52.26,0.0488,310.36,304.92,316.25,290.75,329.0,2.0,Energy,1367440752640,7.9812965,40.1,N/A,54.332,-7.53 %,40.0 %,269.72,313.64,364.59,Monitor weekly; re-evaluate on next earnings or macro event
PIDILITIND,SELL,-2,1611.3,48.08,-2.3123,1585.96,1543.71,1611.3,1497.42,1668.24,2.0,Basic Materials,1648413245440,67.45522,24.01,0.23523001,3.776,-15.35 %,16.7 %,1446.9,1608.61,1787.96,Exit / Avoid new positions
INDOTHAI,SELL,-3,220.09,41.43,0.5682,223.72,231.79,220.09,195.91,232.18,2.0,Financial Services,28361596928,40.910946,5.39,N/A,8.366,173.43 %,40.0 %,195.16,248.26,315.63,Exit / Avoid new positions
LIQUIDCASE,BUY,3,115.19,,0.0008,114.98,114.65,115.19,115.31,115.13,2.0,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,115.77,115.93,116.1,Medium-to-Long Term (1–6 months)
IIFL,BUY,2,573.2,66.54,1.0244,543.59,517.0,573.2,636.77,541.42,2.0,Financial Services,247667376128,11.86774,49.07,N/A,447.421,23.42 %,66.7 %,464.9,578.39,719.25,Medium-to-Long Term (1–6 months)
SHADOWFAX,STRONG SELL,-6,209.6,38.58,-1.7428,220.45,213.2,209.6,167.78,230.51,2.0,Industrials,121465552896,95.19266,2.18,0.092889994,14.161,N/A,N/A,188.6,243.53,314.28,Short-to-Medium Term (2–8 weeks)
ITBEES,SELL,-2,32.7,66.41,0.1488,31.21,31.49,32.7,29.73,34.19,1.99,Unknown,N/A,19.636293,N/A,N/A,N/A,-11.27 %,25.0 %,28.42,32.02,36.08,Exit / Avoid new positions
BANDHANBNK,STRONG SELL,-6,169.43,31.1,-5.2316,199.67,202.34,169.43,139.94,184.18,2.0,Financial Services,272014409728,20.123957,8.39,N/A,N/A,-31.58 %,20.0 %,134.51,165.84,204.38,Short-to-Medium Term (2–8 weeks)
AUBANK,BUY,3,1052.2,47.09,-4.03,1035.34,1013.82,1052.2,1141.63,1007.49,2.0,Financial Services,784373579776,27.738945,37.77,N/A,N/A,6.47 %,33.3 %,916.65,1078.24,1267.87,Medium-to-Long Term (1–6 months)
YESBANK,SELL,-3,22.94,32.57,-0.1425,23.66,23.53,22.94,21.56,23.63,2.0,Financial Services,715951177728,19.008331,1.2,0.074650005,N/A,0.5 %,50.0 %,19.38,22.72,26.63,Exit / Avoid new positions
THANGAMAYL,STRONG BUY,5,7309.5,67.58,17.4033,6497.16,5549.9,7309.5,8425.71,6751.4,2.0,Consumer Cyclical,222811455488,63.270077,113.3,0.27927,64.492,10.59 %,80.0 %,5971.46,7887.05,10410.75,Short-to-Medium Term (2–8 weeks)
INDUSINDBK,BUY,3,1006.65,46.5,-3.5826,1003.79,950.69,1006.65,1087.71,966.12,2.0,Financial Services,772860739584,58.315697,17.01,N/A,N/A,-33.71 %,50.0 %,796.95,980.52,1205.82,Medium-to-Long Term (1–6 months)
TATACONSUM,HOLD,-1,1107.4,44.69,2.1874,1098.59,1125.25,1107.4,1037.77,1142.22,2.0,Consumer Defensive,1070902345728,65.58182,16.5,N/A,12.159,-0.54 %,16.7 %,972.07,1098.15,1240.25,Monitor weekly; re-evaluate on next earnings or macro event
TATATECH,STRONG SELL,-5,713.3,46.34,-4.6023,723.2,728.65,713.3,634.58,752.66,2.0,Technology,299909873664,53.912407,13.7,N/A,23.908,17.32 %,25.0 %,595.94,695.81,812.12,Short-to-Medium Term (2–8 weeks)
SBILIFE,HOLD,0,1866.8,55.62,3.7709,1823.77,1809.25,1866.8,1738.73,1930.84,2.0,Financial Services,1895260487680,72.79768,25.95,0.13703,N/A,17.86 %,50.0 %,1664.46,1868.16,2096.27,Monitor weekly; re-evaluate on next earnings or macro event
BHARATFORG,BUY,2,2181.3,60.75,-3.0107,2145.12,2047.63,2181.3,2337.51,2103.2,2.0,Consumer Cyclical,1033962258432,95.31511,22.69,0.11603,76.475,46.0 %,66.7 %,1877.51,2201.56,2580.64,Medium-to-Long Term (1–6 months)
MANKIND,HOLD,0,2551.6,52.76,-3.8931,2529.34,2463.83,2551.6,2353.93,2650.43,2.0,Healthcare,1081182126080,56.68904,46.18,0.12452,38.111,-29.07 %,0.0 %,2203.85,2573.25,3003.53,Monitor weekly; re-evaluate on next earnings or macro event
OIL,SELL,-2,442.0,58.8,3.2611,434.03,447.08,442.0,408.61,458.69,2.0,Energy,723189825536,10.92115,40.71,0.12743,58.741,-20.69 %,40.0 %,356.54,432.41,524.21,Exit / Avoid new positions
RECLTD,HOLD,1,368.15,63.34,0.7201,358.83,351.45,368.15,344.15,380.15,2.0,Financial Services,970211393536,6.0620275,60.78,N/A,607.463,-28.5 %,16.7 %,298.05,354.17,420.7,Monitor weekly; re-evaluate on next earnings or macro event
VEDL,SELL,-4,264.65,37.35,2.9382,268.89,296.64,264.65,244.88,274.53,2.0,Basic Materials,1012710375424,14.456522,17.94,0.20403999,48.044,-63.93 %,16.7 %,164.34,253.21,389.75,Exit / Avoid new positions
LOTUSDEV,HOLD,-1,187.95,81.44,4.5686,151.03,144.59,187.95,167.85,198.0,2.0,Industrials,92310134784,37.476192,5.04,0.17059,6.839,-8.54 %,33.3 %,147.92,185.8,233.27,Monitor weekly; re-evaluate on next earnings or macro event
SENORES,BUY,3,1412.0,59.29,-13.0672,1396.8,1259.96,1412.0,1586.9,1324.55,2.0,Healthcare,60970344448,46.64905,28.38,N/A,35.46,44.36 %,50.0 %,1174.8,1505.51,1928.26,Medium-to-Long Term (1–6 months)
IDBI,SELL,-3,84.48,53.28,-0.3204,84.43,80.27,84.48,76.41,88.52,2.0,Financial Services,917932605440,9.846598,8.67,0.13874,N/A,-26.62 %,33.3 %,65.6,82.87,104.64,Exit / Avoid new positions
BDL,STRONG SELL,-7,1256.4,21.65,-8.954,1311.15,1291.31,1256.4,1160.88,1304.16,2.0,Industrials,465900929024,111.1986,11.43,0.1019,0.007,-25.0 %,14.3 %,986.62,1236.61,1549.17,Short-to-Medium Term (2–8 weeks)
TRENT,STRONG SELL,-8,2938.3,51.85,-11.5179,2999.24,2950.86,2938.3,2759.83,3027.54,2.0,Consumer Cyclical,1562743799808,90.6776,32.32,0.27126,36.034,-35.56 %,0.0 %,2180.7,2808.37,3614.67,Short-to-Medium Term (2–8 weeks)
NEOGEN,HOLD,1,2064.1,58.3,-16.5336,2086.45,1959.31,2064.1,1722.46,2234.92,2.0,Basic Materials,55428722688,153.23997,13.21,N/A,170.915,-25.96 %,20.0 %,1588.52,2073.27,2704.37,Monitor weekly; re-evaluate on next earnings or macro event
APOLLOHOSP,BUY,3,8843.5,50.42,-23.531,8833.35,8555.74,8843.5,9235.96,8647.27,2.0,Healthcare,1280114819072,65.79706,135.31,0.21503,85.146,-4.95 %,37.5 %,8055.88,8967.04,9978.89,Medium-to-Long Term (1–6 months)
BIOCON,STRONG BUY,6,436.25,66.08,0.8723,425.64,422.77,436.25,475.34,416.7,2.0,Healthcare,704155680768,152.27113,2.84,0.011469999,42.145,-8.99 %,66.7 %,372.67,439.15,517.29,Short-to-Medium Term (2–8 weeks)
CENTENKA,STRONG BUY,5,577.8,72.82,3.3104,539.0,517.89,577.8,656.13,538.63,2.0,Consumer Cyclical,13114723328,12.999784,46.17,0.06922,1.482,-41.43 %,20.0 %,459.53,573.86,716.29,Short-to-Medium Term (2–8 weeks)
LUPIN,BUY,2,2410.0,41.16,-16.6112,2455.4,2358.16,2410.0,2583.76,2323.12,2.0,Healthcare,1095443349504,20.582474,116.4,0.26907,29.388,-11.79 %,37.5 %,2138.19,2438.75,2780.75,Medium-to-Long Term (1–6 months)
PCJEWELLER,STRONG SELL,-6,9.35,49.15,-0.0943,9.71,9.21,9.35,7.52,10.27,1.99,Consumer Cyclical,89531129856,11.108435,0.83,0.09946,14.271,-43.89 %,0.0 %,7.07,9.33,12.31,Short-to-Medium Term (2–8 weeks)
CHENNPETRO,STRONG BUY,5,1168.8,57.12,3.081,1173.48,1137.61,1168.8,1392.54,1056.93,2.0,Energy,175789899776,4.2118597,280.28,N/A,17.68,18.11 %,100.0 %,916.28,1170.61,1494.73,Short-to-Medium Term (2–8 weeks)
SBICARD,HOLD,-1,645.0,63.19,1.1639,619.55,613.85,645.0,584.94,675.03,2.0,Financial Services,623230713856,27.367323,23.93,N/A,280.206,19.68 %,33.3 %,556.33,638.87,733.43,Monitor weekly; re-evaluate on next earnings or macro event
GOLDBEES,HOLD,1,118.62,50.17,0.4736,117.58,121.81,118.62,114.06,120.9,2.0,Unknown,N/A,N/A,N/A,N/A,N/A,64.65 %,66.7 %,107.96,123.3,140.78,Monitor weekly; re-evaluate on next earnings or macro event
ZEEL,BUY,2,108.86,61.7,0.2208,104.13,102.77,108.86,121.67,102.45,2.0,Communication Services,103323074560,38.14539,2.82,0.02332,2.26,-6.65 %,33.3 %,84.81,106.35,133.29,Medium-to-Long Term (1–6 months)
FORCEMOT,STRONG SELL,-7,17268.0,32.15,-72.8505,18145.25,18401.3,17268.0,15586.92,18108.54,2.0,Consumer Cyclical,226592178176,18.684673,920.38,0.33508,N/A,213.41 %,66.7 %,13600.7,17850.97,23415.4,Short-to-Medium Term (2–8 weeks)
GANESHBE,STRONG BUY,5,112.35,68.61,1.2921,103.6,103.05,112.35,129.48,103.78,2.0,Basic Materials,8993638400,12.260059,10.19,0.12621,12.271,-25.27 %,25.0 %,86.17,108.8,137.3,Short-to-Medium Term (2–8 weeks)
HDFCAMC,STRONG SELL,-6,2552.4,34.91,-23.1024,2670.16,2642.42,2552.4,2294.88,2681.16,2.0,Financial Services,1085345103872,36.86571,68.66,N/A,2.364,4.87 %,40.0 %,2194.48,2572.99,3015.72,Short-to-Medium Term (2–8 weeks)
PPLPHARMA,BUY,2,192.05,64.36,1.283,175.88,171.57,192.05,215.45,180.35,2.0,Healthcare,256651427840,N/A,-2.46,-0.04002,69.977,-7.12 %,50.0 %,154.89,192.26,238.54,Medium-to-Long Term (1–6 months)
ENRIN,SELL,-3,3264.6,42.78,-18.3875,3416.08,3544.46,3264.6,2936.43,3428.68,2.0,Utilities,1132783730688,86.226616,36.89,N/A,4.483,-0.08 %,66.7 %,2736.39,3310.27,4002.83,Exit / Avoid new positions
UPL,SELL,-3,608.5,53.11,2.1428,598.79,613.27,608.5,562.21,631.64,2.0,Basic Materials,506874658816,26.85401,22.33,0.05614,57.128,-8.48 %,16.7 %,518.49,609.21,715.56,Exit / Avoid new positions
MFSL,STRONG SELL,-6,1511.1,32.49,-8.2835,1573.74,1609.74,1511.1,1383.12,1575.09,2.0,Financial Services,517471010816,622.6033,2.42,0.01629,12.673,4.85 %,16.7 %,1336.18,1534.49,1761.69,Short-to-Medium Term (2–8 weeks)
NMDC,HOLD,-1,83.52,44.92,0.07,84.25,87.34,83.52,78.69,85.94,2.0,Basic Materials,737809268736,9.907909,8.47,0.23363,18.802,-12.89 %,42.9 %,70.33,83.25,98.51,Monitor weekly; re-evaluate on next earnings or macro event
HAPPSTMNDS,HOLD,-1,387.7,63.87,0.3766,368.53,363.01,387.7,328.96,417.07,2.0,Technology,57610424320,25.887913,14.81,0.13028,89.009,-11.39 %,25.0 %,310.78,368.91,437.73,Monitor weekly; re-evaluate on next earnings or macro event
KEI,SELL,-2,4873.0,32.87,-22.4333,5079.3,5237.27,4873.0,4478.08,5070.46,2.0,Industrials,462993653760,50.447918,96.0,0.14753,3.796,-11.61 %,16.7 %,3969.51,4879.25,5994.76,Exit / Avoid new positions
WELCORP,BUY,3,1599.8,58.17,-9.77,1584.04,1462.63,1599.8,1769.09,1515.15,2.0,Basic Materials,433291919360,18.776138,87.51,N/A,25.042,-15.1 %,20.0 %,1377.58,1680.5,2049.13,Medium-to-Long Term (1–6 months)
SONACOMS,STRONG BUY,6,720.9,72.57,2.6319,681.46,634.63,720.9,782.82,689.94,2.0,Consumer Cyclical,443983069184,63.83169,11.17,N/A,7.213,-23.05 %,0.0 %,603.14,719.5,857.99,Short-to-Medium Term (2–8 weeks)
GRAVITA,HOLD,0,1788.8,50.19,-7.7102,1774.74,1698.51,1788.8,1616.93,1874.73,2.0,Industrials,119343284224,30.432764,53.84,N/A,29.934,-40.98 %,16.7 %,1398.74,1782.67,2270.77,Monitor weekly; re-evaluate on next earnings or macro event
RBLBANK,BUY,2,362.85,42.81,-2.2536,365.87,359.56,362.85,394.53,347.01,2.0,Financial Services,565068824576,30.10726,12.12,N/A,N/A,57.24 %,60.0 %,305.4,370.42,449.1,Medium-to-Long Term (1–6 months)
LLOYDSENGG,BUY,2,91.33,59.79,-0.4038,87.61,80.91,91.33,103.48,85.25,2.0,Industrials,129956421632,61.19463,1.49,0.16820998,6.45,-14.25 %,25.0 %,69.07,90.6,118.78,Medium-to-Long Term (1–6 months)
UNITDSPR,BUY,2,1482.0,59.26,5.9235,1398.0,1336.52,1482.0,1585.26,1430.37,2.0,Consumer Defensive,1071331672064,63.235542,23.86,N/A,4.611,-12.92 %,50.0 %,1303.81,1480.4,1680.43,Medium-to-Long Term (1–6 months)
LIQUID1,HOLD,-1,1115.35,,-0.0062,1113.27,1109.93,1115.35,1110.88,1117.58,2.0,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1121.43,1122.78,1124.13,Monitor weekly; re-evaluate on next earnings or macro event
CDSL,STRONG SELL,-5,1329.0,45.64,-12.9609,1368.24,1300.51,1329.0,1209.0,1389.0,2.0,Financial Services,281125879808,61.701836,21.8,0.23913,0.11,13.7 %,50.0 %,1085.54,1328.05,1624.0,Short-to-Medium Term (2–8 weeks)
